Author,Title,Time,Content,Push Tag,Push User ID,Push Content,Push Time
,,,,推,perrie7741,: pchome和momo的網頁都不好看,06/10 12:39
,,,,推,mago,: mono退貨麻煩+1,06/10 13:11
,,,,推,SphinX9981,: pchome沒疫情的時候也是慢吞吞,06/10 13:17
,,,,推,lluunnaa,: 數年前帳號密碼忘記被鎖就沒用過了,06/10 14:16
,,,,推,hiayu,: 我覺得Momo速度很快耶～價格有時貴一點但想,06/10 19:05
,,,,推,shelley0522,: 最近momo快很多,06/10 22:17
,,,,推,ms6293,: 我還是用pc服務比較好 也就這陣子疫情才比,06/10 22:49
,,,,推,emi747,: 超久,06/11 04:27
,,,,推,Naoki0217,: 習慣用pc home,06/11 09:17
,,,,推,chengy,: 改用momo 蝦皮 阿,06/11 19:07
,,,,推,somelow,: 覺得蝦皮比PC快 比momo好退,06/11 22:04
,,,,→,whoismama,: 對呀！所以都買一些不急著用的東西，慢,06/09 22:37
,,,,→,whoismama,: 慢來吧,06/09 22:37
,,,,→,ffreakk,: 昨天買了不急的東西 test一下速度,06/09 22:43
,,,,→,realnofish,: 我比過MOMO會貴一些耶，我主要買生活,06/09 23:20
,,,,→,realnofish,: 用品，但PChome最近訂單處理非常慢，M,06/09 23:20
,,,,→,realnofish,: OMO還不至於,06/09 23:20
,,,,→,realnofish,: 最近的經驗，一樣是快速到貨，P站買,06/09 23:21
,,,,→,realnofish,: 個東西3天了訂單還顯示處理中，一樣,06/09 23:21
,,,,→,realnofish,: 的東西M站2天就到了,06/09 23:21
,,,,→,s900353,:  換成momo了,06/10 00:34
,,,,→,chaball,: 外島,06/10 01:55
,,,,→,sodahaini,: 從來沒買過,06/10 02:41
,,,,→,curryhats,: 事,06/10 03:08
,,,,→,beaglelover,: 友因此放棄pchome了,06/10 03:33
,,,,→,IMmasana,: 件事了,06/10 03:42
,,,,→,bryanwang,: 務和物流好。,06/10 05:38
,,,,→,ESCAPEFROM,: 會優先在pc買,06/10 05:43
,,,,→,ooxxboy,: 的沒比較便宜甚至貴一點點，有時候就是,06/10 07:10
,,,,→,ooxxboy,: 圖個快而已,06/10 07:10
,,,,→,aska521,: 活到現在沒用過,06/10 07:40
,,,,→,sophermore,: 肯定不會退貨的話可以用moon,06/10 08:17
,,,,→,sophermore,: momo,06/10 08:17
,,,,→,t61327apink,:  結果我前天凌晨訂昨天下午到,06/10 08:21
,,,,→,buwa56,: 個人習慣，這也來問？,06/10 08:31
,,,,→,jboys75,: 還好吧 還是很好用,06/10 09:04
,,,,→,Mozai,: 購物糾紛了，覺得很麻煩,06/10 09:15
,,,,→,duCK106,: 還是會繼續用的,06/10 09:25
,,,,→,windwater14,: 訂單卡兩週了，持續破紀錄中,06/10 10:05
,,,,→,calendario,: 最近出貨很慢,06/10 11:39
,,,,→,kimiraikko,: 24天才到貨 誰買？,06/10 12:38
,,,,→,Blue6,: 帳號都忘記了,06/10 13:13
,,,,→,fx458,: pchome退訂單不方便，很久不用了,06/10 15:44
,,,,→,gunsandrose,: 2～3年了，網站跟app設計的真的太不,06/10 15:45
,,,,→,gunsandrose,: 方便，覺得momo大勝速度也快,06/10 15:45
,,,,→,kattte,: 上個月才在pchome買了電腦螢幕。。。,06/10 17:18
,,,,→,hiayu,: 到我不用出門 很值得,06/10 19:05
,,,,→,ms6293,: 較慢而已 不過現在都會講大概什麼時候出貨,06/10 22:50
